"Libellé";"Dépenses de consommation des ménages - Produits agricoles - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Produits agro-alimentaires - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Cokéfaction et raffinage - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Biens d'équipement - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Matériels de transport - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Autres produits industriels - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Énergie, eau, déchets - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Construction - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Commerce - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Transport - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Hébergement-restauration - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Information-communication - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services financiers - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services immobiliers - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services aux entreprises - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services non marchands (A17-OQ) - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services aux ménages - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Biens - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Biens manufacturés - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Biens industriels - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services marchands - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services non marchands - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Services - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes";"Dépenses de consommation des ménages - Solde touristique - Volume aux prix de l'année précédente chaînés - Série CVS-CJO";"Codes"
"1974-T3";"5635";"A";"26210";"A";"13748";"A";"303";"A";"6197";"A";"22739";"A";"4280";"A";"3428";"A";"4524";"A";"3574";"A";"12049";"A";"1267";"A";"5212";"A";"19796";"A";"1894";"A";"5101";"A";"7109";"A";"68533";"A";"58191";"A";"63075";"A";"49931";"A";"5101";"A";"58035";"A";"-12";"A"
"1974-T2";"5655";"A";"26008";"A";"13881";"A";"299";"A";"6548";"A";"22761";"A";"4169";"A";"3462";"A";"4535";"A";"3548";"A";"11980";"A";"1252";"A";"5199";"A";"19574";"A";"1886";"A";"5062";"A";"7100";"A";"68648";"A";"58358";"A";"63171";"A";"49587";"A";"5062";"A";"57666";"A";"-4";"A"
"1974-T1";"5688";"A";"25834";"A";"13204";"A";"296";"A";"6750";"A";"22850";"A";"4004";"A";"3435";"A";"4557";"A";"3524";"A";"11975";"A";"1261";"A";"4994";"A";"19397";"A";"1873";"A";"5025";"A";"7098";"A";"68380";"A";"58181";"A";"62875";"A";"49065";"A";"5025";"A";"57079";"A";"-2";"A"
"1973-T4";"5714";"A";"25640";"A";"15356";"A";"283";"A";"6814";"A";"22622";"A";"4174";"A";"3365";"A";"4604";"A";"3513";"A";"12003";"A";"1261";"A";"4597";"A";"19248";"A";"1848";"A";"4989";"A";"7089";"A";"68884";"A";"58528";"A";"63350";"A";"48195";"A";"4989";"A";"56111";"A";"-6";"A"
"1973-T3";"5717";"A";"25524";"A";"14083";"A";"259";"A";"6822";"A";"21967";"A";"3978";"A";"3277";"A";"4587";"A";"3456";"A";"12002";"A";"1219";"A";"4261";"A";"19110";"A";"1817";"A";"4945";"A";"7066";"A";"67122";"A";"56965";"A";"61600";"A";"47250";"A";"4945";"A";"55050";"A";"-20";"A"
"1973-T2";"5725";"A";"25330";"A";"14363";"A";"262";"A";"6870";"A";"22107";"A";"3948";"A";"3201";"A";"4556";"A";"3464";"A";"11877";"A";"1224";"A";"3986";"A";"18928";"A";"1780";"A";"4895";"A";"7005";"A";"67292";"A";"57142";"A";"61762";"A";"46460";"A";"4895";"A";"54147";"A";"-45";"A"
"1973-T1";"5695";"A";"25187";"A";"14999";"A";"255";"A";"6913";"A";"21809";"A";"3959";"A";"3145";"A";"4488";"A";"3397";"A";"11905";"A";"1225";"A";"3772";"A";"18865";"A";"1745";"A";"4840";"A";"7016";"A";"67052";"A";"56929";"A";"61549";"A";"45937";"A";"4840";"A";"53526";"A";"-80";"A"
"1972-T4";"5667";"A";"24920";"A";"14038";"A";"238";"A";"6567";"A";"21160";"A";"3801";"A";"3111";"A";"4370";"A";"3356";"A";"11879";"A";"1191";"A";"3618";"A";"18799";"A";"1710";"A";"4778";"A";"7005";"A";"65091";"A";"55174";"A";"59626";"A";"45364";"A";"4778";"A";"52860";"A";"-127";"A"
"1972-T3";"5628";"A";"24761";"A";"13538";"A";"244";"A";"6385";"A";"21239";"A";"3693";"A";"3096";"A";"4291";"A";"3308";"A";"11815";"A";"1204";"A";"3513";"A";"18647";"A";"1673";"A";"4725";"A";"6993";"A";"64637";"A";"54843";"A";"59210";"A";"44930";"A";"4725";"A";"52356";"A";"-163";"A"
"1972-T2";"5594";"A";"24543";"A";"13215";"A";"223";"A";"6087";"A";"20441";"A";"3607";"A";"3087";"A";"4231";"A";"3258";"A";"11783";"A";"1159";"A";"3457";"A";"18450";"A";"1644";"A";"4684";"A";"6995";"A";"62825";"A";"53193";"A";"57446";"A";"44401";"A";"4684";"A";"51770";"A";"-187";"A"
"1972-T1";"5565";"A";"24386";"A";"13198";"A";"230";"A";"6090";"A";"20574";"A";"3555";"A";"3082";"A";"4209";"A";"3229";"A";"11731";"A";"1180";"A";"3449";"A";"18178";"A";"1619";"A";"4650";"A";"7006";"A";"62861";"A";"53285";"A";"57506";"A";"44120";"A";"4650";"A";"51447";"A";"-201";"A"
"1971-T4";"5573";"A";"24179";"A";"12816";"A";"218";"A";"5847";"A";"20099";"A";"3466";"A";"3070";"A";"4206";"A";"3160";"A";"11682";"A";"1157";"A";"3492";"A";"17842";"A";"1597";"A";"4628";"A";"7020";"A";"61584";"A";"52114";"A";"56234";"A";"43718";"A";"4628";"A";"51007";"A";"-204";"A"
"1971-T3";"5595";"A";"23876";"A";"12618";"A";"212";"A";"5858";"A";"19808";"A";"3399";"A";"3049";"A";"4187";"A";"3132";"A";"11586";"A";"1146";"A";"3505";"A";"17530";"A";"1570";"A";"4585";"A";"7009";"A";"60850";"A";"51439";"A";"55491";"A";"43290";"A";"4585";"A";"50515";"A";"-200";"A"
"1971-T2";"5576";"A";"23828";"A";"12143";"A";"212";"A";"5233";"A";"19684";"A";"3304";"A";"3012";"A";"4142";"A";"3049";"A";"11494";"A";"1152";"A";"3492";"A";"17269";"A";"1537";"A";"4525";"A";"6997";"A";"59829";"A";"50542";"A";"54499";"A";"42856";"A";"4525";"A";"49991";"A";"-190";"A"
"1971-T1";"5612";"A";"23507";"A";"12379";"A";"197";"A";"5384";"A";"19024";"A";"3288";"A";"2963";"A";"4083";"A";"3019";"A";"11319";"A";"1114";"A";"3451";"A";"17013";"A";"1498";"A";"4445";"A";"6937";"A";"58912";"A";"49648";"A";"53563";"A";"42197";"A";"4445";"A";"49212";"A";"-173";"A"
"1970-T4";"5659";"A";"23204";"A";"12010";"A";"204";"A";"5267";"A";"19039";"A";"3210";"A";"2885";"A";"4013";"A";"3026";"A";"11156";"A";"1145";"A";"3383";"A";"16813";"A";"1459";"A";"4350";"A";"6888";"A";"58509";"A";"49282";"A";"53132";"A";"41803";"A";"4350";"A";"48672";"A";"-149";"A"
"1970-T3";"5654";"A";"22994";"A";"11738";"A";"184";"A";"4986";"A";"18237";"A";"3136";"A";"2820";"A";"3947";"A";"2959";"A";"11001";"A";"1093";"A";"3331";"A";"16608";"A";"1426";"A";"4270";"A";"6835";"A";"56789";"A";"47687";"A";"51433";"A";"41113";"A";"4270";"A";"47850";"A";"-121";"A"
"1970-T2";"5672";"A";"22797";"A";"11576";"A";"187";"A";"4995";"A";"18220";"A";"3068";"A";"2762";"A";"3915";"A";"2934";"A";"10862";"A";"1089";"A";"3294";"A";"16404";"A";"1402";"A";"4204";"A";"6806";"A";"56562";"A";"47500";"A";"51193";"A";"40689";"A";"4204";"A";"47317";"A";"-89";"A"
"1970-T1";"5703";"A";"22600";"A";"11421";"A";"183";"A";"4825";"A";"17924";"A";"2996";"A";"2715";"A";"3897";"A";"2901";"A";"10763";"A";"1077";"A";"3272";"A";"16210";"A";"1391";"A";"4150";"A";"6798";"A";"55794";"A";"46786";"A";"50406";"A";"40319";"A";"4150";"A";"46859";"A";"-53";"A"
"1969-T4";"5578";"A";"22394";"A";"10990";"A";"174";"A";"4567";"A";"17516";"A";"2886";"A";"2678";"A";"3888";"A";"2850";"A";"10594";"A";"1029";"A";"3263";"A";"15972";"A";"1381";"A";"4108";"A";"6762";"A";"54465";"A";"45690";"A";"49198";"A";"39744";"A";"4108";"A";"46209";"A";"-14";"A"
"1969-T3";"5547";"A";"22238";"A";"11111";"A";"191";"A";"4915";"A";"17933";"A";"2842";"A";"2643";"A";"3893";"A";"2831";"A";"10509";"A";"1062";"A";"3217";"A";"15732";"A";"1371";"A";"4067";"A";"6764";"A";"55345";"A";"46583";"A";"50090";"A";"39475";"A";"4067";"A";"45874";"A";"31";"A"
"1969-T2";"5517";"A";"22088";"A";"10714";"A";"189";"A";"5096";"A";"17684";"A";"2746";"A";"2610";"A";"3870";"A";"2798";"A";"10424";"A";"1056";"A";"3134";"A";"15449";"A";"1357";"A";"4025";"A";"6748";"A";"54838";"A";"46187";"A";"49615";"A";"38947";"A";"4025";"A";"45273";"A";"81";"A"
"1969-T1";"5473";"A";"21968";"A";"10089";"A";"179";"A";"4406";"A";"17179";"A";"2630";"A";"2576";"A";"3822";"A";"2727";"A";"10313";"A";"1026";"A";"3014";"A";"15109";"A";"1334";"A";"3988";"A";"6706";"A";"53061";"A";"44603";"A";"47899";"A";"38144";"A";"3988";"A";"44394";"A";"137";"A"
"1968-T4";"5447";"A";"21797";"A";"10548";"A";"186";"A";"5001";"A";"17204";"A";"2634";"A";"2543";"A";"3793";"A";"2661";"A";"10219";"A";"1045";"A";"2858";"A";"14734";"A";"1306";"A";"3951";"A";"6671";"A";"53780";"A";"45308";"A";"48630";"A";"37441";"A";"3951";"A";"43618";"A";"198";"A"
"1968-T3";"5397";"A";"21383";"A";"10208";"A";"180";"A";"4291";"A";"16863";"A";"2551";"A";"2520";"A";"3825";"A";"2589";"A";"10177";"A";"1038";"A";"2734";"A";"14398";"A";"1281";"A";"3926";"A";"6674";"A";"52113";"A";"43812";"A";"47026";"A";"36798";"A";"3926";"A";"42921";"A";"233";"A"
"1968-T2";"5356";"A";"21061";"A";"9771";"A";"143";"A";"3496";"A";"15572";"A";"2453";"A";"2504";"A";"3895";"A";"2481";"A";"10120";"A";"941";"A";"2643";"A";"14068";"A";"1252";"A";"3911";"A";"6675";"A";"48921";"A";"40861";"A";"43910";"A";"35903";"A";"3911";"A";"41982";"A";"240";"A"
"1968-T1";"5357";"A";"21023";"A";"9715";"A";"147";"A";"3871";"A";"15594";"A";"2396";"A";"2496";"A";"4116";"A";"2587";"A";"10232";"A";"968";"A";"2585";"A";"13831";"A";"1245";"A";"3904";"A";"6795";"A";"49252";"A";"41215";"A";"44236";"A";"35973";"A";"3904";"A";"42042";"A";"221";"A"
"1967-T4";"5359";"A";"20790";"A";"9567";"A";"148";"A";"4043";"A";"15610";"A";"2325";"A";"2489";"A";"4384";"A";"2612";"A";"10392";"A";"978";"A";"2559";"A";"13630";"A";"1236";"A";"3908";"A";"6951";"A";"49137";"A";"41151";"A";"44122";"A";"36060";"A";"3908";"A";"42131";"A";"175";"A"
"1967-T3";"5371";"A";"20825";"A";"9299";"A";"148";"A";"3742";"A";"15571";"A";"2249";"A";"2468";"A";"4556";"A";"2628";"A";"10463";"A";"982";"A";"2530";"A";"13409";"A";"1222";"A";"3906";"A";"7032";"A";"48702";"A";"40777";"A";"43682";"A";"35978";"A";"3906";"A";"42032";"A";"139";"A"
"1967-T2";"5268";"A";"20679";"A";"9454";"A";"138";"A";"3814";"A";"15177";"A";"2225";"A";"2430";"A";"4633";"A";"2639";"A";"10496";"A";"958";"A";"2499";"A";"13195";"A";"1205";"A";"3897";"A";"7057";"A";"48035";"A";"40237";"A";"43108";"A";"35706";"A";"3897";"A";"41723";"A";"114";"A"
"1967-T1";"5233";"A";"20277";"A";"8819";"A";"146";"A";"3786";"A";"15396";"A";"2125";"A";"2373";"A";"4618";"A";"2628";"A";"10485";"A";"971";"A";"2464";"A";"12983";"A";"1187";"A";"3884";"A";"7033";"A";"47675";"A";"39988";"A";"42781";"A";"35443";"A";"3884";"A";"41408";"A";"99";"A"
"1966-T4";"5206";"A";"20116";"A";"8793";"A";"138";"A";"3659";"A";"15081";"A";"2097";"A";"2307";"A";"4498";"A";"2602";"A";"10416";"A";"948";"A";"2427";"A";"12767";"A";"1167";"A";"3867";"A";"6942";"A";"46929";"A";"39314";"A";"42065";"A";"34926";"A";"3867";"A";"40824";"A";"95";"A"
"1966-T3";"5132";"A";"19909";"A";"8579";"A";"129";"A";"3700";"A";"14674";"A";"2043";"A";"2244";"A";"4398";"A";"2598";"A";"10371";"A";"923";"A";"2393";"A";"12563";"A";"1149";"A";"3839";"A";"6870";"A";"46032";"A";"38552";"A";"41241";"A";"34480";"A";"3839";"A";"40304";"A";"94";"A"
"1966-T2";"5094";"A";"19689";"A";"8257";"A";"139";"A";"3615";"A";"14833";"A";"1972";"A";"2193";"A";"4320";"A";"2569";"A";"10321";"A";"943";"A";"2363";"A";"12359";"A";"1132";"A";"3800";"A";"6813";"A";"45902";"A";"38506";"A";"41144";"A";"34176";"A";"3800";"A";"39924";"A";"98";"A"
"1966-T1";"5000";"A";"19519";"A";"7924";"A";"131";"A";"3552";"A";"14438";"A";"1895";"A";"2159";"A";"4257";"A";"2536";"A";"10284";"A";"913";"A";"2337";"A";"12162";"A";"1116";"A";"3755";"A";"6764";"A";"44896";"A";"37671";"A";"40227";"A";"33742";"A";"3755";"A";"39416";"A";"106";"A"
"1965-T4";"4992";"A";"19528";"A";"8114";"A";"127";"A";"3471";"A";"14107";"A";"1868";"A";"2132";"A";"4218";"A";"2546";"A";"10275";"A";"897";"A";"2315";"A";"11979";"A";"1107";"A";"3698";"A";"6740";"A";"44461";"A";"37278";"A";"39803";"A";"33453";"A";"3698";"A";"39049";"A";"118";"A"
"1965-T3";"4981";"A";"19270";"A";"8128";"A";"136";"A";"3389";"A";"14240";"A";"1832";"A";"2111";"A";"4187";"A";"2551";"A";"10226";"A";"909";"A";"2297";"A";"11780";"A";"1095";"A";"3657";"A";"6694";"A";"44446";"A";"37297";"A";"39798";"A";"33211";"A";"3657";"A";"38748";"A";"131";"A"
"1965-T2";"4929";"A";"18995";"A";"7655";"A";"133";"A";"3185";"A";"14043";"A";"1756";"A";"2086";"A";"4147";"A";"2533";"A";"10221";"A";"900";"A";"2281";"A";"11602";"A";"1084";"A";"3630";"A";"6656";"A";"43495";"A";"36482";"A";"38903";"A";"32936";"A";"3630";"A";"38426";"A";"145";"A"
"1965-T1";"4894";"A";"18725";"A";"7451";"A";"120";"A";"2984";"A";"13545";"A";"1719";"A";"2056";"A";"4105";"A";"2476";"A";"10203";"A";"859";"A";"2268";"A";"11420";"A";"1069";"A";"3617";"A";"6600";"A";"42206";"A";"35306";"A";"37662";"A";"32491";"A";"3617";"A";"37942";"A";"160";"A"
"1964-T4";"4873";"A";"18551";"A";"7223";"A";"134";"A";"2929";"A";"13858";"A";"1689";"A";"2019";"A";"4083";"A";"2478";"A";"10177";"A";"887";"A";"2259";"A";"11235";"A";"1057";"A";"3619";"A";"6544";"A";"42454";"A";"35579";"A";"37923";"A";"32337";"A";"3619";"A";"37765";"A";"177";"A"
"1964-T3";"4854";"A";"18560";"A";"7201";"A";"125";"A";"3013";"A";"13466";"A";"1675";"A";"1979";"A";"4038";"A";"2467";"A";"10168";"A";"861";"A";"2233";"A";"11064";"A";"1046";"A";"3611";"A";"6478";"A";"41929";"A";"35100";"A";"37419";"A";"31974";"A";"3611";"A";"37365";"A";"182";"A"
"1964-T2";"4809";"A";"18342";"A";"7096";"A";"124";"A";"3218";"A";"13321";"A";"1645";"A";"1936";"A";"3984";"A";"2440";"A";"10164";"A";"852";"A";"2193";"A";"10903";"A";"1030";"A";"3589";"A";"6408";"A";"41676";"A";"34915";"A";"37206";"A";"31630";"A";"3589";"A";"36966";"A";"175";"A"
"1964-T1";"4730";"A";"18121";"A";"7117";"A";"133";"A";"3222";"A";"13485";"A";"1622";"A";"1894";"A";"3926";"A";"2427";"A";"10154";"A";"867";"A";"2136";"A";"10749";"A";"1013";"A";"3559";"A";"6332";"A";"41772";"A";"35089";"A";"37369";"A";"31352";"A";"3559";"A";"36628";"A";"156";"A"
"1963-T4";"4572";"A";"17882";"A";"6941";"A";"133";"A";"2911";"A";"13303";"A";"1570";"A";"1853";"A";"3851";"A";"2408";"A";"10161";"A";"858";"A";"2065";"A";"10608";"A";"993";"A";"3517";"A";"6251";"A";"40865";"A";"34385";"A";"36605";"A";"30967";"A";"3517";"A";"36168";"A";"125";"A"
"1963-T3";"4450";"A";"17476";"A";"7284";"A";"127";"A";"3091";"A";"13006";"A";"1582";"A";"1806";"A";"3801";"A";"2394";"A";"10148";"A";"838";"A";"2003";"A";"10444";"A";"977";"A";"3476";"A";"6181";"A";"40359";"A";"33991";"A";"36208";"A";"30560";"A";"3476";"A";"35685";"A";"126";"A"
"1963-T2";"4377";"A";"17802";"A";"6920";"A";"115";"A";"2859";"A";"12587";"A";"1526";"A";"1755";"A";"3747";"A";"2364";"A";"10156";"A";"802";"A";"1951";"A";"10273";"A";"965";"A";"3437";"A";"6136";"A";"39475";"A";"33241";"A";"35394";"A";"30122";"A";"3437";"A";"35169";"A";"158";"A"
"1963-T1";"4464";"A";"17555";"A";"6391";"A";"100";"A";"2730";"A";"12027";"A";"1461";"A";"1703";"A";"3707";"A";"2311";"A";"10118";"A";"760";"A";"1908";"A";"10068";"A";"957";"A";"3402";"A";"6092";"A";"38098";"A";"31889";"A";"33952";"A";"29606";"A";"3402";"A";"34577";"A";"222";"A"
"1962-T4";"4287";"A";"16731";"A";"6363";"A";"105";"A";"2642";"A";"11959";"A";"1393";"A";"1628";"A";"3658";"A";"2383";"A";"10105";"A";"789";"A";"1844";"A";"9949";"A";"952";"A";"3393";"A";"6048";"A";"37198";"A";"31210";"A";"33203";"A";"29519";"A";"3393";"A";"34434";"A";"301";"A"
"1962-T3";"4424";"A";"17151";"A";"6072";"A";"100";"A";"2550";"A";"11583";"A";"1342";"A";"1603";"A";"3609";"A";"2314";"A";"10014";"A";"777";"A";"1791";"A";"9778";"A";"935";"A";"3365";"A";"5981";"A";"36891";"A";"30850";"A";"32792";"A";"29037";"A";"3365";"A";"33900";"A";"370";"A"
"1962-T2";"4324";"A";"16948";"A";"6073";"A";"96";"A";"2478";"A";"11271";"A";"1336";"A";"1575";"A";"3562";"A";"2325";"A";"9944";"A";"765";"A";"1760";"A";"9590";"A";"915";"A";"3334";"A";"5912";"A";"36183";"A";"30254";"A";"32174";"A";"28670";"A";"3334";"A";"33478";"A";"419";"A"
"1962-T1";"4211";"A";"16564";"A";"6022";"A";"95";"A";"2311";"A";"11242";"A";"1319";"A";"1545";"A";"3518";"A";"2264";"A";"9895";"A";"755";"A";"1752";"A";"9386";"A";"889";"A";"3299";"A";"5841";"A";"35558";"A";"29757";"A";"31649";"A";"28267";"A";"3299";"A";"33016";"A";"446";"A"
"1961-T4";"4198";"A";"16276";"A";"5592";"A";"88";"A";"2167";"A";"10665";"A";"1237";"A";"1510";"A";"3414";"A";"2238";"A";"9869";"A";"735";"A";"1766";"A";"9165";"A";"858";"A";"3262";"A";"5757";"A";"34197";"A";"28527";"A";"30321";"A";"27866";"A";"3262";"A";"32550";"A";"454";"A"
"1961-T3";"4158";"A";"16322";"A";"5419";"A";"86";"A";"2090";"A";"10467";"A";"1201";"A";"1473";"A";"3386";"A";"2220";"A";"9848";"A";"725";"A";"1772";"A";"8961";"A";"835";"A";"3226";"A";"5690";"A";"33762";"A";"28169";"A";"29924";"A";"27563";"A";"3226";"A";"32181";"A";"457";"A"
"1961-T2";"4141";"A";"16288";"A";"5393";"A";"84";"A";"2046";"A";"10348";"A";"1192";"A";"1433";"A";"3361";"A";"2199";"A";"9830";"A";"719";"A";"1768";"A";"8783";"A";"813";"A";"3190";"A";"5629";"A";"33499";"A";"27939";"A";"29680";"A";"27285";"A";"3190";"A";"31837";"A";"456";"A"
"1961-T1";"4043";"A";"15927";"A";"5600";"A";"83";"A";"2001";"A";"10346";"A";"1225";"A";"1386";"A";"3313";"A";"2222";"A";"9813";"A";"719";"A";"1756";"A";"8621";"A";"791";"A";"3154";"A";"5568";"A";"33203";"A";"27705";"A";"29465";"A";"27069";"A";"3154";"A";"31551";"A";"451";"A"
"1960-T4";"3996";"A";"15636";"A";"5251";"A";"79";"A";"1895";"A";"10055";"A";"1169";"A";"1342";"A";"3238";"A";"2156";"A";"9797";"A";"718";"A";"1734";"A";"8486";"A";"764";"A";"3118";"A";"5506";"A";"32244";"A";"26868";"A";"28561";"A";"26735";"A";"3118";"A";"31149";"A";"443";"A"
"1960-T3";"3955";"A";"15554";"A";"5106";"A";"74";"A";"1872";"A";"9769";"A";"1146";"A";"1305";"A";"3166";"A";"2135";"A";"9762";"A";"711";"A";"1717";"A";"8352";"A";"746";"A";"3089";"A";"5461";"A";"31655";"A";"26354";"A";"28014";"A";"26461";"A";"3089";"A";"30818";"A";"433";"A"
"1960-T2";"3970";"A";"15582";"A";"5011";"A";"71";"A";"1859";"A";"9571";"A";"1129";"A";"1277";"A";"3109";"A";"2146";"A";"9705";"A";"700";"A";"1703";"A";"8211";"A";"736";"A";"3068";"A";"5437";"A";"31354";"A";"26067";"A";"27704";"A";"26222";"A";"3068";"A";"30535";"A";"423";"A"
"1960-T1";"3964";"A";"15576";"A";"4956";"A";"68";"A";"1752";"A";"9346";"A";"1117";"A";"1257";"A";"3024";"A";"2096";"A";"9629";"A";"684";"A";"1693";"A";"8052";"A";"723";"A";"3053";"A";"5427";"A";"30906";"A";"25650";"A";"27267";"A";"25875";"A";"3053";"A";"30156";"A";"411";"A"
"1959-T4";"3869";"A";"15295";"A";"4775";"A";"65";"A";"1732";"A";"9134";"A";"1083";"A";"1248";"A";"2939";"A";"2080";"A";"9539";"A";"664";"A";"1687";"A";"7886";"A";"714";"A";"3045";"A";"5438";"A";"30210";"A";"25082";"A";"26655";"A";"25558";"A";"3045";"A";"29821";"A";"398";"A"
"1959-T3";"3859";"A";"15383";"A";"4688";"A";"64";"A";"1641";"A";"9016";"A";"1065";"A";"1241";"A";"2889";"A";"2102";"A";"9460";"A";"650";"A";"1679";"A";"7752";"A";"708";"A";"3033";"A";"5439";"A";"29971";"A";"24874";"A";"26427";"A";"25346";"A";"3033";"A";"29590";"A";"394";"A"
"1959-T2";"3762";"A";"15128";"A";"4601";"A";"65";"A";"1625";"A";"9131";"A";"1046";"A";"1236";"A";"2867";"A";"2058";"A";"9398";"A";"647";"A";"1669";"A";"7640";"A";"699";"A";"3016";"A";"5433";"A";"29770";"A";"24777";"A";"26312";"A";"25123";"A";"3016";"A";"29344";"A";"399";"A"
"1959-T1";"3716";"A";"15088";"A";"4693";"A";"67";"A";"1676";"A";"9218";"A";"1056";"A";"1232";"A";"2880";"A";"2087";"A";"9350";"A";"649";"A";"1657";"A";"7541";"A";"696";"A";"2994";"A";"5418";"A";"29920";"A";"24954";"A";"26502";"A";"25026";"A";"2994";"A";"29221";"A";"414";"A"
"1958-T4";"3605";"A";"14964";"A";"4602";"A";"66";"A";"1622";"A";"9154";"A";"1035";"A";"1221";"A";"2884";"A";"2138";"A";"9315";"A";"654";"A";"1643";"A";"7483";"A";"690";"A";"2968";"A";"5386";"A";"29557";"A";"24706";"A";"26231";"A";"24986";"A";"2968";"A";"29145";"A";"437";"A"
"1958-T3";"3509";"A";"14746";"A";"4528";"A";"64";"A";"1584";"A";"8916";"A";"1018";"A";"1216";"A";"2852";"A";"2109";"A";"9300";"A";"657";"A";"1616";"A";"7406";"A";"683";"A";"2948";"A";"5364";"A";"28928";"A";"24192";"A";"25688";"A";"24821";"A";"2948";"A";"28955";"A";"454";"A"
"1958-T2";"3637";"A";"14854";"A";"4719";"A";"63";"A";"1574";"A";"8879";"A";"1044";"A";"1210";"A";"2882";"A";"2078";"A";"9303";"A";"665";"A";"1576";"A";"7329";"A";"689";"A";"2934";"A";"5366";"A";"29163";"A";"24300";"A";"25820";"A";"24708";"A";"2934";"A";"28821";"A";"465";"A"
"1958-T1";"3738";"A";"14959";"A";"4248";"A";"65";"A";"1548";"A";"9003";"A";"962";"A";"1202";"A";"2863";"A";"2062";"A";"9316";"A";"675";"A";"1522";"A";"7243";"A";"692";"A";"2925";"A";"5374";"A";"29173";"A";"24295";"A";"25751";"A";"24587";"A";"2925";"A";"28685";"A";"470";"A"
"1957-T4";"3824";"A";"15022";"A";"4332";"A";"67";"A";"1620";"A";"9221";"A";"971";"A";"1197";"A";"2892";"A";"2042";"A";"9338";"A";"686";"A";"1455";"A";"7148";"A";"695";"A";"2923";"A";"5399";"A";"29686";"A";"24713";"A";"26188";"A";"24464";"A";"2923";"A";"28555";"A";"470";"A"
"1957-T3";"3799";"A";"14934";"A";"4282";"A";"68";"A";"1598";"A";"9253";"A";"958";"A";"1179";"A";"2901";"A";"2064";"A";"9333";"A";"692";"A";"1397";"A";"7056";"A";"697";"A";"2914";"A";"5404";"A";"29585";"A";"24644";"A";"26109";"A";"24348";"A";"2914";"A";"28417";"A";"482";"A"
"1957-T2";"3721";"A";"14903";"A";"4477";"A";"65";"A";"1539";"A";"9017";"A";"987";"A";"1159";"A";"2854";"A";"2051";"A";"9302";"A";"689";"A";"1348";"A";"6959";"A";"689";"A";"2899";"A";"5382";"A";"29245";"A";"24359";"A";"25835";"A";"24111";"A";"2899";"A";"28147";"A";"508";"A"
"1957-T1";"3666";"A";"14816";"A";"4183";"A";"64";"A";"1515";"A";"8846";"A";"935";"A";"1130";"A";"2828";"A";"2061";"A";"9247";"A";"685";"A";"1309";"A";"6865";"A";"680";"A";"2876";"A";"5350";"A";"28748";"A";"23963";"A";"25389";"A";"23890";"A";"2876";"A";"27882";"A";"548";"A"
"1956-T4";"3603";"A";"14801";"A";"4437";"A";"63";"A";"1475";"A";"8668";"A";"974";"A";"1102";"A";"2826";"A";"1985";"A";"9171";"A";"677";"A";"1278";"A";"6784";"A";"676";"A";"2847";"A";"5306";"A";"28583";"A";"23823";"A";"25273";"A";"23584";"A";"2847";"A";"27523";"A";"600";"A"
